timestamp,open,high,low,close,volume,time_iran
1751959920000,2.9821251128872198e-05,3.328834344587451e-05,2.94456911246375e-05,3.328834344587451e-05,9260.009064203588,2025-07-08 11:02:00+03:30
1751959980000,3.328834344587451e-05,5.00951098197805e-05,3.328834344587451e-05,4.9940633087124573e-05,34323.03954582459,2025-07-08 11:03:00+03:30
1751960040000,4.9940633087124573e-05,7.094945768360475e-05,4.97742831402984e-05,7.094945768360475e-05,35902.752487328944,2025-07-08 11:04:00+03:30
1751960100000,7.094945768360475e-05,8.928475718592263e-05,7.094945768360475e-05,8.908086339747264e-05,29846.180511869614,2025-07-08 11:05:00+03:30
1751960160000,8.908086339747264e-05,9.625245164367343e-05,8.908086339747264e-05,9.543237377617762e-05,22569.472991848266,2025-07-08 11:06:00+03:30
1751960220000,9.543237377617762e-05,9.566252845791728e-05,9.488493984592347e-05,9.491508741283983e-05,15520.000243459497,2025-07-08 11:07:00+03:30
1751960280000,9.491508741283983e-05,9.592312639523631e-05,9.406094110275626e-05,9.590318304336842e-05,15065.164601052875,2025-07-08 11:08:00+03:30
1751960340000,9.590318304336842e-05,9.872156641026754e-05,9.568240185360395e-05,9.792980283432393e-05,18677.87705140349,2025-07-08 11:09:00+03:30
1751960400000,9.792980283432393e-05,9.823525510420254e-05,9.350086347504622e-05,9.371928408031654e-05,18834.716106888398,2025-07-08 11:10:00+03:30
1751960460000,9.371928408031654e-05,9.681772369568798e-05,9.371928408031654e-05,9.590839157545861e-05,18756.081667561713,2025-07-08 11:11:00+03:30
1751960520000,9.590839157545861e-05,9.786650986784555e-05,9.526000151447688e-05,9.764900912055913e-05,16493.07564454787,2025-07-08 11:12:00+03:30
1751960580000,9.764900912055913e-05,9.800028675641275e-05,9.720284749281573e-05,9.720284749281573e-05,17779.330281487433,2025-07-08 11:13:00+03:30
1751960640000,9.720284749281573e-05,0.00010014548038000567,9.661220203859488e-05,9.91143706444174e-05,19025.261317017852,2025-07-08 11:14:00+03:30
1751960700000,9.91143706444174e-05,9.989092740143255e-05,9.83732854105002e-05,9.859714568216901e-05,16680.385326005162,2025-07-08 11:15:00+03:30
1751960760000,9.859714568216901e-05,9.947439530427035e-05,9.736423176500553e-05,9.945408834883296e-05,16143.407918375411,2025-07-08 11:16:00+03:30
1751960820000,9.945408834883296e-05,0.00010016585723471346,9.945408834883296e-05,9.983757792114109e-05,16136.026509022693,2025-07-08 11:17:00+03:30
1751960880000,9.983757792114109e-05,9.983757792114109e-05,9.917971412500736e-05,9.942190773525314e-05,16718.069207976863,2025-07-08 11:18:00+03:30
1751960940000,9.942190773525314e-05,9.954829447483945e-05,9.942190773525314e-05,9.954829447483945e-05,14753.424289616356,2025-07-08 11:19:00+03:30
1751961000000,9.954829447483945e-05,0.00010117326419967923,9.849887859637867e-05,0.00010049123058471773,18837.079779025826,2025-07-08 11:20:00+03:30
1751961060000,0.00010049123058471773,0.00010269550176528728,9.935454179654037e-05,0.0001025687974797778,14098.309441165713,2025-07-08 11:21:00+03:30
1751961120000,0.0001025687974797778,0.00010265820329933428,0.00010205324776105644,0.00010205324776105644,18033.246701588356,2025-07-08 11:22:00+03:30
1751961180000,0.00010205324776105644,0.00010211627405322766,0.00010205324776105644,0.00010211627405322766,17744.617294985583,2025-07-08 11:23:00+03:30
1751961240000,0.00010211627405322766,0.0001066138928029813,0.0001020301429301835,0.00010590461366637894,17808.682637108206,2025-07-08 11:24:00+03:30
1751961300000,0.00010590461366637894,0.000106362132851926,0.0001037170868851045,0.00010390676964650102,16412.52604725878,2025-07-08 11:25:00+03:30
1751961360000,0.00010390676964650102,0.00010453438926441326,0.00010282292352234441,0.00010343096732210747,18504.861392312574,2025-07-08 11:26:00+03:30
1751961420000,0.00010343096732210747,0.0001062498064323983,0.00010256154672489493,0.00010578940935188041,21456.74413872956,2025-07-08 11:27:00+03:30
1751961480000,0.00010578940935188041,0.00010593519788385673,0.00010445023489140932,0.0001051747012261345,14854.245003440208,2025-07-08 11:28:00+03:30
1751961540000,0.0001051747012261345,0.00010621839091072189,0.00010375163210619999,0.00010413060788565878,17186.960449069957,2025-07-08 11:29:00+03:30
1751961600000,0.00010413060788565878,0.00010413060788565878,0.00010177653647774986,0.00010240710227198476,18095.710302256033,2025-07-08 11:30:00+03:30
1751961660000,0.00010240710227198476,0.00010572425132544074,0.00010240710227198476,0.00010515178244952555,18940.823211457493,2025-07-08 11:31:00+03:30
1751961720000,0.00010515178244952555,0.00010668657672128126,0.00010491335435058672,0.0001062558918400073,15164.763019803382,2025-07-08 11:32:00+03:30
1751961780000,0.0001062558918400073,0.00010739327548140847,0.00010583054104927,0.00010706456156783191,12531.946619828885,2025-07-08 11:33:00+03:30
1751961840000,0.00010706456156783191,0.00010706456156783191,0.00010689622077401783,0.00010689622077401783,14526.108418228081,2025-07-08 11:34:00+03:30
1751961900000,0.00010689622077401783,0.00010715865580233692,0.00010654081150761259,0.00010654081150761259,16031.726282752494,2025-07-08 11:35:00+03:30
1751961960000,0.00010654081150761259,0.00010661551645080262,0.00010415011543820458,0.000104733209279078,14402.54189368746,2025-07-08 11:36:00+03:30
1751962020000,0.000104733209279078,0.000104733209279078,0.00010392945369034568,0.0001044496651073433,14878.2220315898,2025-07-08 11:37:00+03:30
1751962080000,0.0001044496651073433,0.00010862583822553427,0.00010364642124216092,0.00010781368233298735,20232.97955489132,2025-07-08 11:38:00+03:30
1751962140000,0.00010781368233298735,0.00011055172955932294,0.00010767696182824254,0.00011005014599599498,17999.209471241953,2025-07-08 11:39:00+03:30
1751962200000,0.00011005014599599498,0.00011186487022888868,0.00010980107976502819,0.00011138600612816798,17040.153271321215,2025-07-08 11:40:00+03:30
1751962260000,0.00011138600612816798,0.0001127534113524978,0.0001111879875358327,0.00011186954750592122,15431.027505161788,2025-07-08 11:41:00+03:30
1751962320000,0.00011186954750592122,0.00011466456729918259,0.00011155134033789783,0.00011458003257168621,13945.647656421534,2025-07-08 11:42:00+03:30
1751962380000,0.00011458003257168621,0.00011824612035806356,0.0001144464324579692,0.00011774359948250659,23718.18077846719,2025-07-08 11:43:00+03:30
1751962440000,0.00011774359948250659,0.00012024281191577142,0.0001174455684238442,0.00012018414391348324,18156.320962827136,2025-07-08 11:44:00+03:30
1751962500000,0.00012018414391348324,0.00012204173950723604,0.00011987516167792028,0.00012169000672385316,19389.279279011505,2025-07-08 11:45:00+03:30
1751962560000,0.00012169000672385316,0.0001244780477062337,0.0001214555304538433,0.0001238040758341031,17713.567403377096,2025-07-08 11:46:00+03:30
1751962620000,0.0001238040758341031,0.0001238040758341031,0.00012326468537955586,0.00012347469045458697,16952.62319625388,2025-07-08 11:47:00+03:30
1751962680000,0.00012347469045458697,0.00012437941862339396,0.000123445978770946,0.00012437941862339396,3990.944161864628,2025-07-08 11:48:00+03:30
1751963820000,0.00012437941862339396,0.00012464986813715277,0.00012437941862339396,0.00012464986813715277,2.9964291828501906,2025-07-08 12:07:00+03:30
1751964780000,0.00012464986813715277,0.00012464986813715277,0.00012464985608408888,0.00012464985608408888,1.3938360535786256,2025-07-08 12:23:00+03:30
1751964840000,0.00012464985608408888,0.00012492412018497357,0.00012308273234389695,0.00012403701377176782,13847.007561435763,2025-07-08 12:24:00+03:30
1751964900000,0.00012403701377176782,0.00012449853753434338,0.00012188459431514195,0.0001223855688213312,20925.291951409406,2025-07-08 12:25:00+03:30
1751964960000,0.0001223855688213312,0.00012442786239279068,0.00012226899273995844,0.0001242952381159639,18637.94856835308,2025-07-08 12:26:00+03:30
1751965020000,0.0001242952381159639,0.00012483515731976988,0.00012166035359796399,0.00012265569332143886,15883.044873347964,2025-07-08 12:27:00+03:30
1751965080000,0.00012265569332143886,0.00012278907427395506,0.00012117097463816185,0.00012199909894346825,19782.653969242732,2025-07-08 12:28:00+03:30
1751965140000,0.00012199909894346825,0.00012464324036550963,0.00012199909894346825,0.00012447862306889086,16030.21129745664,2025-07-08 12:29:00+03:30
1751965200000,0.00012447862306889086,0.00012476752726542302,0.00012137992578192794,0.00012298541012743257,20141.99054457087,2025-07-08 12:30:00+03:30
1751965260000,0.00012298541012743257,0.0001235128560750848,0.00011903047349614537,0.00011915542955522037,14152.76854281352,2025-07-08 12:31:00+03:30
1751965320000,0.00011915542955522037,0.00012248239735966306,0.00011876212683915388,0.00012236686779491693,21977.337911859646,2025-07-08 12:32:00+03:30
1751965380000,0.00012236686779491693,0.00012264516451719368,0.00012236686779491693,0.00012264516451719368,18558.562264219905,2025-07-08 12:33:00+03:30
1751965440000,0.00012264516451719368,0.00012294725019112987,0.0001199479358784316,0.00012070487370378829,16263.585336018697,2025-07-08 12:34:00+03:30
1751965500000,0.00012070487370378829,0.00012070487370378829,0.00011691078293130787,0.0001183314776583139,18161.73375914154,2025-07-08 12:35:00+03:30
1751965560000,0.0001183314776583139,0.0001185284608117705,0.0001183314776583139,0.0001185284608117705,18188.905128591436,2025-07-08 12:36:00+03:30
1751965620000,0.0001185284608117705,0.00012069362011644638,0.00011815802938490212,0.00012060497732246078,16173.83777886506,2025-07-08 12:37:00+03:30
1751965680000,0.00012060497732246078,0.0001229407727979123,0.00012046181843084347,0.00012258158509326062,15171.861362019421,2025-07-08 12:38:00+03:30
1751965740000,0.00012258158509326062,0.00012258158509326062,0.0001225615677842124,0.0001225615677842124,22681.921974370947,2025-07-08 12:39:00+03:30
1751965800000,0.0001225615677842124,0.00012280185014578593,0.00012194588069689608,0.00012194588069689608,21184.35059310215,2025-07-08 12:40:00+03:30
1751965860000,0.00012194588069689608,0.000122904947771664,0.00012064917368886946,0.000122904947771664,15139.043565659778,2025-07-08 12:41:00+03:30
1751965920000,0.000122904947771664,0.00012394159714170812,0.000121561830263614,0.0001216670165041171,18519.761468138186,2025-07-08 12:42:00+03:30
1751965980000,0.0001216670165041171,0.0001216670165041171,0.0001194132360934423,0.00011974782214217433,16295.174915413554,2025-07-08 12:43:00+03:30
1751966040000,0.00011974782214217433,0.00011974782214217433,0.00011902427311244796,0.00011902427311244796,17714.595721945047,2025-07-08 12:44:00+03:30
1751966100000,0.00011902427311244796,0.00012067708811860314,0.00011880429991583453,0.00012046091796925993,13143.585945817342,2025-07-08 12:45:00+03:30
1751966160000,0.00012046091796925993,0.00012097487195330758,0.00011828549852507851,0.00011869895705296298,15017.932394198793,2025-07-08 12:46:00+03:30
1751966220000,0.00011869895705296298,0.00011916730511334657,0.00011828419195902952,0.00011916730511334657,18959.31979746053,2025-07-08 12:47:00+03:30
1751966280000,0.00011916730511334657,0.00012192871883750416,0.00011819628991585725,0.00012052833427154726,18514.154408251758,2025-07-08 12:48:00+03:30
1751966340000,0.00012052833427154726,0.00012224846417414672,0.00011918974434890444,0.00012156861253223141,16743.50842854841,2025-07-08 12:49:00+03:30
1751966400000,0.00012156861253223141,0.00012165508255153427,0.00012144028576069664,0.00012144028576069664,18797.644105202915,2025-07-08 12:50:00+03:30
1751966460000,0.00012144028576069664,0.00012146032613787131,0.00012144028576069664,0.00012146032613787131,18697.32457948742,2025-07-08 12:51:00+03:30
1751966520000,0.00012146032613787131,0.00012157974216050879,0.00011991112322636001,0.00011992914775117965,14880.10662194424,2025-07-08 12:52:00+03:30
1751966580000,0.00011992914775117965,0.00012004795331852667,0.00011649042608146716,0.00011685633358181409,13985.781661221079,2025-07-08 12:53:00+03:30
1751966640000,0.00011685633358181409,0.00011750373597204605,0.00011649730718293087,0.00011649730718293087,15551.063605351685,2025-07-08 12:54:00+03:30
1751966700000,0.00011649730718293087,0.00011904328873993821,0.00011606412457643321,0.00011798106978863587,14350.849167703449,2025-07-08 12:55:00+03:30
1751966760000,0.00011798106978863587,0.00011858698164524376,0.00011560660231112923,0.00011608337387598733,16053.273889630405,2025-07-08 12:56:00+03:30
1751966820000,0.00011608337387598733,0.00011608337387598733,0.00011372361417922517,0.00011372361417922517,10348.987160092316,2025-07-08 12:57:00+03:30
1751966880000,0.00011372361417922517,0.00011556985805888452,0.00011341599826166514,0.0001152397108783692,17031.34819841942,2025-07-08 12:58:00+03:30
1751966940000,0.0001152397108783692,0.0001152397108783692,0.00011458049031742398,0.00011458049031742398,19122.327683226642,2025-07-08 12:59:00+03:30
1751967000000,0.00011458049031742398,0.00011466204379928505,0.00011458049031742398,0.00011466204379928505,15364.895946955598,2025-07-08 13:00:00+03:30
1751967060000,0.00011466204379928505,0.00011682063631001131,0.00011412837316952323,0.00011583493646588283,16737.240530822113,2025-07-08 13:01:00+03:30
1751967120000,0.00011583493646588283,0.00011728158445390468,0.00011534007948253433,0.00011651385855052036,15162.05093504312,2025-07-08 13:02:00+03:30
1751967180000,0.00011651385855052036,0.00011961200311798763,0.00011651385855052036,0.00011865676589875891,14067.995040213913,2025-07-08 13:03:00+03:30
1751967240000,0.00011865676589875891,0.00012088912289272299,0.00011844153941866993,0.00012087349716065191,15615.325209272763,2025-07-08 13:04:00+03:30
1751967300000,0.00012087349716065191,0.00012138799579814033,0.00012029848930848892,0.00012086560857518115,7913.853688195846,2025-07-08 13:05:00+03:30
